own,33477
look,33435
around,33419
without,33307
two,33037
tim,32983
art,32802
until,32761
ang,32758
thet,32734
ever,32727
willbe,32680
red,32609
four,32477
oneofthe,32474
led,32459
see,32381
eand,32377
hasbeen,32331
bythe,32227
put,32063
ton,32052
ig,31934
arm,31870
ri,31696
andthen,31684
book,31679
air,31576
esh,31573
ul,31519
play,31317
water,31292
sfor,31227
outof,31175
x,31156
ingof,31098
ex,31023
enc,30954
ted,30833
hehad,30820
shewas,30816
children,30795
car,30743
ight,30725
bes,30719
things,30711
edat,30638
much,30500
ome,30320
ise,30296
ut,30218
sw,30175
ath,30164
head,30104
ip,30047
eof,29990
never,29989
ion,29952
whichis,29743
ely,29734
les,29637
ask,29623
oc,29560
7,29497
br,29441
ire,29230
government,29166
havebeen,29147
ie,29110
12,29088
pl,29063
set,29048
long,29042
sinthe,29026
know,28960
theyare,28922
anew,28902
edbythe,28895
ter,28895
say,28876
ev,28873
hadbeen,28873
action,28864
15,28859
years,28820
left,28711
place,28685
high,28600
life,28455
ful,28403
given,28347
bl,28333
world,28327
ary,28255
ifyou,28081
think,28027
isthat,27937
20,27911
yeah,27832
asthe,27650
let,27646
wer,27640
three,27534
sthat,27363
ost,27323
8,27174
ors,27137
hes,27121
along,27089
whether,27047
ber,27034
qu,26949
erand,26913
better,26734
wouldbe,26686
ationand,26674
business,26637
room,26632
really,26609
light,26588
sl,26528
help,26503
ofhis,26478
ersand,26469
ne,26451
yet,26410
john,26406
low,26390
tore,26305
isnot,26289
aand,26213
great,26119
each,26052
every,25969
problem,25825
ithink,25754
swith,25744
esthe,25722
house,25682
16,25645
theh,25604
word,25562
wh,25556
market,25543
ob,25536
youknow,25534
intothe,25490
inhis,25478
int,25471
make,25392
war,25357
view,25353
almost,25325
17,25306
ick,25273
18,25177
come,25144
got,25123
thenew,25113
sex,24993
early,24940
hav,24892
ile,24820
sor,24783
important,24728
andf,24648
british,24646
ond,24630
information,24617
9,24616
black,24601
actually,24572
ofthem,24564
did,24495
different,24446
thing,24434
ont,24377
ical,24306
present,24240
thought,24211
ness,24151
power,24123
edit,24077
cl,24069
ationofthe,24029
public,23955
ingfor,23932
str,23932
ting,23889
morethan,23878
women,23874
ound,23867
ann,23858
dr,23757
often,23664
ord,23615
isthe,23585
turn,23508
ia,23491
14,23482
ableto,23426
question,23417
thre,23400
ge,23393
res,23358
ane,23346
company,23338
som,23306
ten,23298
ry,23242
always,23198
fl,23137
interest,23115
add,23114
shad,23029
level,22985
isto,22984
13,22961
ym,22857
hesaid,22805
tofthe,22785
control,22773
ment,22765
theywere,22708
ically,22701
road,22700
themost,22677
since,22637
read,22628
ance,22622
inter,22600
ale,22573
maybe,22517
ong,22506
igh,22499
need,22498
sat,22448
keep,22431
already,22427
call,22415
shave,22396
ov,22326
edfrom,22317
ial,22279
used,22278
ite,22271
once,22261
best,22240
shes,22210
point,22169
yof,22163
suchas,21995
wher,21950
later,21941
start,21878
enough,21806
find,21765
himself,21729
nt,21707
allthe,21700
su,21687
job,21665
30,21648
sas,21629
having,21538
edhis,21497
theres,21493
edher,21468
itself,21467
iam,21466
probably,21446
edup,21428
home,21375
general,21373
enot,21365
tw,21339
te,21317
ofs,21297
period,21277
mm,21235
during,21234
ley,21187
take,21187
anything,21177
areas,21090
youre,21084
min,21083
ives,21033
ingthat,21015
order,20994
swhich,20952
position,20946
gr,20935
plac,20916
local,20901
ver,20875
took,20864
too,20850
mark,20845
last,20824
round,20814
using,20812
andd,20779
tod,20777
ingon,20769
shehad,20718
ator,20713
ort,20707
atleast,20613
inthis,20613
little,20592
ust,20520
afew,20495
ford,20441
ays,20430
canbe,20421
times,20389
par,20348
something,20332
ade,20296
ech,20287
ather,20280
ists,20266
ub,20229
today,20212
leg,20191
ake,20167
ich,20120
seven,20053
ised,20048
li,19978
ail,19943
others,19924
pr,19920
wood,19889
ling,19804
nothing,19770
esp,19690
11,19682
process,19577
econ,19569
si,19546
hard,19520
young,19513
thatwas,19513
25,19481
atch,19474
ared,19454
ious,19433
ater,19420
came,19419
ingup,19416
con,19383
family,19361
support,19321
allow,19305
cr,19294
seen,19281
aboutthe,19280
ure,19249
agood,19241
stand,19238
ink,19198
perhaps,19183
term,19170
english,19123
money,19091
thatis,19091
co,19088
working,19078
six,19038
ence,19033
mind,19030
ke,19029
ack,18979
going,18936
tos,18905
mar,18899
ihad,18840
therefore,18818
ants,18791
ions,18782
board,18773
political,18771
ame,18767
ce,18762
com,18734
bank,18729
og,18719
feel,18675
field,18674
individual,18641
fully,18588
god,18571
london,18566
non,18559
itand,18545
edinto,18542
tory,18498
aking,18492
andin,18482
development,18479
cost,18453
lead,18452
eas,18436
goingto,18433
research,18419
offer,18379
shouldbe,18341
inn,18325
together,18320
ice,18287
shesaid,18284
thatthey,18275
youcan,18262
gl,18235
making,18200
pro,18189
further,18087
seem,18069
must,18063
part,18048
inwhich,18034
lik,18014
half,17986
went,17985
ground,17971
ier,17967
thus,17951
bo,17947
ics,17919
care,17895
quite,17879
ingwith,17850
alf,17849
pre,17821
thesame,17781
ase,17778
church,17743
ages,17738
national,17735
week,17732
hed,17724
known,17702
pay,17683
upto,17665
line,17656
forexample,17633
ionof,17631
lin,17619
ok,17589
ud,17571
bel,17565
att,17553
50,17527
fore,17517
might,17502
international,17496
lo,17495
ven,17466
ingthem,17452
sbut,17434
ty,17408
partof,17378
special,17352
oneof,17329
theyhad,17317
among,17275
record,17273
itt,17242
themselves,17238
staff,17207
avery,17196
ystem,17177
run,17149
ix,17148
tomake,17145
small,17138
several,17106
consider,17092
king,17064
west,17053
usedto,17044
law,17041
whos,17016
toget,17014
ofcourse,17012
iz,16987
butthe,16944
ative,16936
nor,16894
claim,16887
ofthes,16867
bu,16863
hold,16846
uch,16820
brought,16819
oftheir,16775
accept,16753
ityof,16740
thiswas,16666
swere,16665
death,16661
within,16657
school,16630
ock,16628
theg,16626
approach,16613
especially,16573
imean,16541
bec,16526
above,16490
system,16450
ign,16440
industry,16410
ied,16397
ofthis,16384
ax,16378
ship,16372
mer,16364
told,16361
class,16346
party,16335
particularly,16327
shed,16326
ward,16324
wall,16302
concern,16288
return,16244
met,16212
plan,16200
condition,16162
don,16160
change,16155
dont,16137
andthat,16135
body,16133
getting,16132
education,16128
ecom,16105
percent,16061
either,16061
person,16057
tohave,16053
behind,16045
give,16020
amp,16002
sher,15983
ingit,15983
street,15980
esare,15960
mean,15960
bar,15959
far,15903
usually,15900
edtothe,15881
town,15879
rec,15866
real,15855
withinthe,15793
across,15790
ue,15769
sub,15758
report,15756
economic,15742
etr,15710
ha,15675
asked,15635
cas,15618
ark,15614
uk,15608
edout,15605
design,15602
pe,15601
appear,15527
hear,15502
five,15494
ith,15491
ines,15453
kill,15451
ph,15427
lif,15361
club,15346
state,15333
theyre,15331
23,15288
available,15274
ities,15233
shop,15233
weare,15228
community,15226
tosee,15209
fr,15199
does,15198
team,15162
share,15123
lef,15107
held,15105
24,15100
want,15040
aman,15024
fac,15022
asan,15003
sfrom,14994
ifthe,14983
labour,14978
answer,14971
follow,14968
edhim,14959
und,14928
post,14908
weres,14907
become,14888
wasnot,14855
asp,14849
inf,14848
ais,14835
train,14832
atall,14823
expect,14821
tsand,14797
mad,14794
aland,14782
aj,14778
cut,14776
whichwas,14768
alway,14756
inghis,14754
ve,14740
million,14728
abl,14727
ye,14724
pass,14717
walk,14711
child,14699
fin,14693
ank,14658
ld,14640
tot,14637
ingas,14634
remain,14596
chool,14584
yto,14576
short,14575
whom,14560
akes,14518
ably,14518
atr,14513
star,14510
ingat,14494
worth,14491
fall,14490
ren,14462
whenthe,14429
yesterday,14422
totake,14417
green,14411
40,14382
med,14364
face,14362
night,14348
edthem,14334
thand,14323
letter,14317
companies,14312
cover,14310
onto,14287
clear,14283
cos,14257
ik,14248
athe,14247
outh,14234
haveto,14212
didnot,14197
whose,14191
course,14190
ger,14173
standard,14173
side,14164
office,14163
thesam,14140
issu,14130
asm,14123
door,14120
friend,14112
asmall,14110
intheir,14076
sd,14067
throughthe,14066
mon,14049
possible,14037
heard,14010
big,14001
effect,13996
spr,13979
itwould,13959
ace,13941
themain,13939
paid,13932
gre,13927
ratherthan,13909
policy,13895
oft,13882
whohad,13882
ability,13878
aswellas,13877
anumberof,13850
ingher,13846
ble,13844
oon,13842
understand,13823
elf,13815
ler,13808
app,13783
sup,13759
rather,13748
row,13741
ats,13735
council,13719
few,13718
enow,13701
wrong,13690
22,13677
ben,13676
ib,13671
health,13656
andhis,13616
po,13597
quality,13595
ables,13568
wed,13565
step,13555
thesecond,13549
els,13540
erv,13534
todo,13503
watch,13493
ithas,13486
common,13485
yn,13484
ocial,13461
ances,13449
inan,13423
past,13401
acon,13392
attack,13391
atedby,13389
andto,13373
overthe,13367
britain,13365
ively,13360
lec,13339
ose,13326
andp,13325
aged,13322
sk,13302
thatyou,13302
ily,13289
den,13284
tout,13278
success,13252
bill,13236
chang,13229
lay,13220
tour,13211
urn,13206
ave,13170
cre,13151
ime,13142
management,13128
wehave,13127
try,13116
sit,13114
ection,13113
anyway,13108
ull,13103
bas,13064
american,13044
der,13037
oil,13017
area,13014
develop,13012
tow,13004
alittle,12996
vi,12956
ush,12950
case,12931
front,12916
iesof,12915
rop,12908
tohis,12894
becom,12891
iesand,12888
ides,12877
tsof,12870
col,12867
tofind,12861
au,12856
remember,12851
production,12843
ents,12824
union,12822
experience,12820
bad,12786
sal,12774
ites,12755
everything,12736
thos,12702
whole,12698
done,12683
az,12679
upon,12677
ress,12665
cur,12664
authority,12662
certain,12657
onhis,12650
infact,12649
character,12647
ner,12646
food,12645
aswell,12644
inal,12632
boy,12630
gone,12610
rem,12609
ough,12599
members,12569
near,12568
sis,12564
leave,12563
england,12561
theonly,12553
betweenthe,12535
yst,12515
main,12511
hour,12498
imp,12486
inher,12486
fre,12485
provid,12485
di,12476
eno,12457
ext,12454
28,12454
£,12450
doesnot,12444
including,12443
reason,12433
study,12433
ersto,12424
inginthe,12415
ofan,12415
60,12410
ingly,12404
ihave,12392
ret,12382
wind,12346
cor,12335
ingofthe,12327
thebest,12323
aus,12313
tob,12313
whenyou,12303
behaviour,12301
full,12278
called,12270
whatis,12257
evidence,12250
ising,12247
hom,12245
ited,12239
ofthese,12235
particular,12223
ham,12217
alk,12213
mall,12178
second,12176
ived,12159
matter,12158
haves,12150
force,12121
began,12120
thathe,12098
backto,12097
iknow,12092
acom,12080
ual,12076
press,12057
love,12044
apr,12042
aim,12035
estr,12023
key,12023
stay,12012
ales,12009
ican,12009
box,12006
break,12003
arg,11989
certainly,11977
strong,11967
woman,11967
21,11947
name,11945
shav,11934
edtobe,11928
ewill,11921
erson,11905
ense,11898
test,11835
hair,11826
blood,11810
paper,11809
outside,11788
bring,11775
omething,11769
talk,11768
taken,11762
human,11758
meet,11754
andthey,11743
larg,11741
quickly,11709
tothem,11706
ational,11698
ii,11690
environment,11685
taking,11677
window,11645
written,11643
edis,11641
anceof,11640
oun,11623
theman,11620
became,11612
youare,11608
pet,11585
mis,11583
itwill,11582
awas,11576
ofher,11575
subject,11567
tax,11548
looking,11533
park,11529
father,11522
ru,11521
inv,11520
yl,11503
white,11500
imply,11468
eng,11462
mother,11457
los,11455
ises,11452
happen,11448
in19,11447
toher,11441
isaid,11436
alt,11427
ene,11420
26,11418
ari,11412
stop,11364
togo,11350
training,11348
next,11335
icould,11328
hel,11320
heis,11318
des,11317
close,11316
accordingto,11314
thelast,11314
ewould,11310
iwould,11299
reach,11297
finally,11292
shis,11286
econd,11286
month,11264
forc,11258
kindof,11252
ished,11249
mal,11239
explain,11229
building,11227
forthem,11212
arenot,11208
ouse,11203
anger,11200
activity,11192
event,11189
provide,11187
extr,11179
whow,11171
whatever,11171
19,11159
afterthe,11158
below,11153
activities,11148
colour,11147
ized,11143
fe,11136
item,11130
country,11118
third,11107
ainthe,11105
felt,11104
lower,11093
couldbe,11089
river,11081
mak,11075
ently,11075
girl,11070
clearly,11065
self,11062
thatit,11062
withhis,11056
sem,11053
ole,11024
anun,11023
notonly,11019
alotof,11000
enjoy,10996
lord,10994
atethe,10994
looked,10989
ince,10986
arch,10984
else,10982
sn,10981
ersof,10977
kind,10968
tover,10958
university,10957
eter,10952
100,10952
uc,10951
lost,10950
sure,10950
uck,10948
ofit,10937
bet,10936
hall,10933
doing,10930
mentof,10929
various,10919
mov,10908
27,10908
industrial,10898
hers,10896
gh,10893
heart,10878
generally,10872
tre,10871
build,10859
march,10857
rock,10849
ee,10840
ecould,10838
figure,10838
thenext,10833
port,10824
clos,10822
hop,10818
isit,10808
centre,10807
based,10802
00,10787
herself,10776
coming,10773
grow,10762
ifferent,10754
ingfrom,10747
therewere,10743
eight,10741
theother,10739
makes,10735
ps,10732
indeed,10729
underthe,10729
andyou,10727
rights,10723
earlier,10718
é,10710
ought,10699
45,10694
project,10692
programme,10677
north,10672
edan,10661
oper,10656
andh,10654
ister,10641
ians,10637
abit,10628
learn,10623
bere,10623
swer,10602
emore,10600
ified,10568
ser,10558
useof,10552
social,10548
workers,10546
former,10532
link,10531
orn,10516
donot,10514
ped,10514
asif,10509
built,10498
yearold,10490
andw,10485
material,10481
days,10479
amed,10478
whowas,10474
dead,10470
aper,10469
dec,10465
ecan,10442
fort,10438
ald,10431
hands,10430
sandthe,10424
ativ,10423
andwas,10417
spl,10408
ures,10407
ict,10400
band,10398
personal,10393
thath,10392
agreement,10387
forward,10386
fund,10378
inas,10367
tryingto,10359
feet,10347
iver,10345
ifthey,10340
enter,10339
rel,10317
ideas,10316
uring,10311
edbut,10303
wish,10286
inthes,10283
ither,10277
draw,10262
mor,10252
factor,10242
attention,10240
theywer,10240
alone,10235
questions,10234
buy,10215
notbe,10213
ervice,10211
000,10210
ously,10195
ug,10186
win,10182
aster,10173
asthey,10171
thim,10171
states,10167
ature,10156
fer,10155
yourself,10153
complex,10142
itisnot,10140
andis,10139
erc,10132
ook,10109
check,10106
points,10105
ests,10101
produc,10101
athis,10087
live,10085
35,10057
chief,10049
fire,10049
avoid,10043
specific,10043
unit,10040
ithad,10040
property,10039
shavebeen,10032
city,10031
scan,10025
speak,10012
notto,9991
prov,9989
ball,9986
gave,9978
sum,9969
operation,9957
whenthey,9948
astr,9944
hill,9934
tothep,9917
touch,9916
wor,9905
0,9900
future,9899
lets,9896
ander,9887
poor,9867
itsnot,9866
financial,9865
pleas,9857
atter,9853
music,9852
tosay,9825
plant,9813
ending,9810
anim,9809
immediately,9805
pres,9803
function,9802
thad,9801
aint,9789
pt,9787
ices,9786
idont,9784
inst,9783
model,9783
ofits,9780
changes,9778
william,9769
hous,9765
suggest,9765
andit,9765
movement,9764
asc,9761
aver,9761
ital,9760
wherethe,9757
ement,9756
iter,9748
tha,9748
mc,9739
firm,9737
investment,9733
problems,9731
sid,9723
believe,9712
gen,9711
method,9706
ring,9698
contract,9690
ible,9686
aren,9685
ingis,9677
knew,9676
29,9675
atic,9674
difficult,9671
imilar,9671
butit,9662
card,9654
lat,9649
andits,9646
toh,9633
david,9632
section,9630
value,9624
perhap,9619
giv,9616
appeal,9614
mustbe,9590
wear,9590
free,9585
table,9583
greater,9580
department,9579
1990,9575
whatyou,9552
riv,9551
cour,9549
ower,9549
energy,9544
obviously,9537
total,9530
cant,9526
whichare,9522
search,9514
comment,9497
beyond,9496
cross,9494
cap,9489
parents,9482
author,9473
miss,9470
ments,9466
decision,9465
fish,9456
service,9449
wasthe,9441
likely,9440
brother,9429
1991,9428
ias,9426
thas,9408
odd,9404
legal,9400
quit,9394
express,9391
join,9389
ek,9388
address,9379
trust,9372
ageof,9366
block,9366
major,9365
elling,9352
ison,9337
necessary,9337
paul,9332
jo,9325
iting,9321
oned,9320
ityand,9318
sign,9309
won,9309
vis,9287
gives,9284
peoples,9279
tell,9276
toc,9268
ingout,9265
bur,9261
irown,9252
percentof,9250
lock,9244
structure,9243
asto,9242
association,9238
practice,9234
esaid,9228
chair,9226
ould,9226
init,9224
cases,9223
amore,9221
anyone,9220
ref,9215
access,9211
needto,9207
ars,9205
comes,9199
withan,9190
onand,9189
army,9188
liv,9188
writing,9184
wecan,9184
dat,9172
ump,9171
weight,9169
issues,9162
sec,9159
increase,9156
thecar,9154
minutes,9153
stat,9148
isan,9142
ithe,9142
hospital,9136
role,9131
cell,9129
exactly,9128
oll,9126
relationship,9118
lose,9100
commission,9100
eme,9091
didnt,9091
space,9086
emy,9070
tak,9061
establish,9060
ahead,9054
ung,9054
inside,9051
list,9043
ra,9034
agre,9024
following,9020
sby,9010
ult,9003
lim,8999
mrs,8988
capital,8982
ayear,8960
eman,8959
unless,8958
wehad,8956
manager,8951
foot,8947
ithought,8947
whod,8944
inthat,8936
whol,8921
1989,8913
ociety,8900
tri,8889
1992,8887
contain,8881
words,8880
ained,8874
court,8874
ateand,8865
offic,8864
shas,8860
idea,8854
ights,8853
leas,8848
ofm,8847
ersare,8835
hewould,8835
tothes,8833
istic,8829
whatwas,8827
whit,8826
appeared,8816
ping,8814
rest,8799
itsown,8792
fell,8787
suddenly,8784
tome,8769
interview,8756
hem,8756
aweek,8754
april,8754
toff,8751
bi,8747
adis,8737
original,8725
increased,8720
andas,8713
competition,8712
areyou,8703
80,8698
tionof,8697
towards,8691
services,8686
lip,8682
othe,8681
shown,8676
ewe,8675
history,8674
70,8669
warm,8662
ervices,8660
kept,8657
cal,8652
voice,8652
pos,8650
ros,8648
natural,8639
means,8633
thefactthat,8629
spro,8625
recently,8622
meeting,8611
ition,8609
required,8607
andt,8605
ters,8599
modern,8597
forhis,8595
station,8591
icant,8586
jack,8582
andre,8581
achiev,8581
forthis,8580
inand,8580
garden,8579
wo,8570
arr,8568
running,8568
awayfrom,8560
itch,8554
polic,8553
leav,8549
0000,8538
esc,8531
east,8518
number,8516
gain,8506
andi,8503
fear,8501
ina,8486
onem,8480
thirty,8475
onthem,8473
acy,8472
growth,8471
nos,8468
brown,8467
someone,8465
thenational,8464
eat,8461
stage,8459
beforethe,8459
someofthe,8445
youd,8439
deep,8436
ened,8433
hew,8429
rain,8426
eli,8425
duringthe,8425
gg,8422
students,8419
stock,8417
ium,8405
increas,8397
againstthe,8391
cannot,8380
totheir,8379
deal,8377
issue,8377
itsp,8377
committee,8373
basedon,8370
sur,8369
youwill,8366
ago,8365
studies,8364
ood,8363
mostof,8362
trans,8362
pers,8358
occur,8352
european,8349
successful,8342
visit,8339
okay,8339
ason,8338
mo,8338
withher,8329
chapter,8328
game,8327
outofthe,8326
performance,8320
onthes,8315
gold,8314
knowledge,8313
statement,8308
1988,8296
agreat,8293
match,8289
ationsof,8284
account,8284
eless,8279
por,8271
cop,8261
planning,8256
super,8255
fair,8248
hehas,8240
places,8234
lex,8232
esthat,8228
western,8223
products,8223
apro,8222
continu,8219
tori,8217
agr,8212
rot,8203
computer,8200
authorities,8198
31,8197
award,8195
language,8185
eres,8170
campaign,8169
nearly,8164
har,8161
burn,8161
organisation,8160
imnot,8160
apply,8154
large,8151
twenty,8148
appropriate,8138
outs,8136
ried,8133
buthe,8131
shewould,8131
myself,8129
include,8123
shot,8119
amer,8117
morning,8102
meant,8097
analysis,8093
shel,8082
bag,8079
wasto,8071
spend,8069
population,8069
student,8068
exist,8067
arts,8063
edd,8062
professional,8062
royal,8060
becomes,8057
amajor,8056
supply,8056
move,8055
grant,8050
reat,8039
atedin,8037
swas,8034
ituation,8031
essential,8024
cent,8016
partofthe,8014
soon,8010
tohim,8003
ired,8002
gar,8000
ston,7999
lean,7998
def,7994
advice,7992
ues,7982
popular,7979
james,7979
ning,7975
unt,7972
eld,7968
mil,7968
inmy,7964
ortof,7952
economy,7949
includ,7946
throughout,7944
kin,7944
forces,7943
andc,7938
rip,7938
hotel,7933
wes,7932
pain,7931
90,7926
ades,7920
ho,7920
themore,7913
older,7909
sometimes,7909
likethat,7907
perform,7904
othat,7900
tokeep,7888
simply,7879
easy,7874
ett,7872
higher,7864
tend,7861
peter,7860
ometimes,7859
richard,7844
depend,7843
individuals,7835
abr,7824
task,7822
ery,7821
drink,7818
thecr,7813
goes,7802
born,7801
upand,7791
eyes,7791
countries,7788
ect,7786
despite,7784
easily,7777
thepublic,7775
withthem,7774
central,7766
track,7759
pack,7748
ingtheir,7745
beend,7742
tother,7739
sus,7734
34,7734
leading,7731
dog,7730
thecase,7729
eshe,7727
patients,7726
ese,7724
argument,7720
lines,7718
36,7717
ames,7711
onn,7711
wew,7706
entof,7704
trad,7702
sible,7702
ede,7702
75,7701
except,7699
stick,7691
prices,7690
likelyto,7689
enceof,7686
showever,7684
wards,7681
etime,7680
toan,7675
acts,7674
budget,7672
ern,7668
annual,7665
theday,7662
instead,7659
roll,7657
giving,7656
useful,7650
serv,7649
togive,7645
inch,7644
doyou,7633
foreign,7632
represent,7631
adi,7630
bound,7627
hot,7627
actual,7619
results,7618
fill,7612
exp,7612
review,7611
omin,7611
haver,7607
figures,7599
ll,7598
sever,7597
officer,7596
apart,7595
ingle,7594
thenumberof,7590
vers,7589
french,7586
oor,7585
tors,7582
in18,7580
glass,7579
display,7579
teachers,7577
farm,7572
shecould,7571
pressure,7563
contact,7562
apparently,7560
mand,7558
elt,7544
ewere,7542
aken,7541
andfor,7540
groups,7537
thefollowing,7535
iles,7532
aying,7529
ager,7528
established,7527
oy,7521
regard,7521
beautiful,7517
interests,7512
recent,7510
butnot,7510
theway,7509
gener,7508
rom,7502
cand,7502
product,7496
bird,7493
esign,7492
ials,7491
1980,7489
employ,7489
august,7486
mouth,7468
youcould,7463
cold,7460
q,7460
true,7455
ert,7453
lastyear,7439
whichthe,7436
official,7434
oke,7434
nod,7432
hecould,7431
itof,7429
foryou,7427
ementof,7425
ram,7424
reas,7423
idid,7417
suit,7413
youhave,7413
mod,7411
1987,7410
werenot,7409
fil,7408
affect,7403
erem,7402
evening,7395
emen,7392
prevent,7388
whil,7388
gu,7381
oney,7380
shere,7380
progress,7379
onher,7368
twop,7360
ontheir,7355
obtain,7355
living,7351
seat,7347
spot,7346
acr,7344
equ,7344
inthem,7341
dark,7341
leof,7339
numberof,7337
direct,7335
rat,7332
thepr,7327
foran,7324
comp,7317
ivegot,7316
learning,7315
esofthe,7314
orm,7311
inform,7306
nes,7303
flow,7301
german,7300
ingan,7298
ves,7294
tion,7291
ize,7290
itor,7286
pick,7281
bled,7280
film,7278
island,7267
becaus,7265
sonthe,7262
ott,7262
isation,7254
ered,7247
late,7244
bear,7242
normal,7235
ster,7234
reform,7232
boys,7230
ild,7229
employment,7224
toyou,7223
tradition,7222
thegovernment,7222
believ,7222
edg,7216
features,7215
july,7211
lect,7203
ener,7200
existing,7190
summer,7189
anal,7186
ecr,7179
alld,7179
provides,7177
becauseofthe,7176
speech,7175
shew,7174
earth,7172
cup,7169
spread,7167
rew,7166
introduc,7166
inits,7164
edover,7158
ets,7157
37,7155
fast,7153
ste,7151
aboutit,7150
heavy,7149
everyone,7139
butthey,7138
write,7132
shire,7129
ewell,7128
toput,7127
themin,7127
amin,7126
elike,7124
animals,7124
pen,7122
months,7122
hum,7122
prepared,7114
thisyear,7112
overall,7111
bles,7110
houses,7108
isk,7107
pat,7105
ework,7100
idontknow,7100
ares,7099
alarg,7099
rose,7092
independent,7091
formof,7090
member,7087
towork,7085
ready,7083
ross,7078
orthe,7078
vent,7075
tobes,7071
june,7068
ofthat,7068
police,7067
discover,7066
ony,7060
aph,7058
influence,7057
inde,7055
lightly,7051
reports,7047
sothat,7043
pattern,7040
ured,7039
price,7037
itting,7036
clean,7036
committe,7031
wewere,7027
ately,7025
edor,7022
net,7017
iness,7012
bus,7011
abig,7011
tothis,7007
andother,7006
normally,7002
units,6995
amountof,6995
thankyou,6985
valu,6984
ream,6984
omeofthe,6978
feeling,6975
demand,6974
shall,6973
yousee,6970
produce,6967
ofd,6967
attend,6966
ran,6965
tru,6964
aught,6957
ree,6946
therewer,6940
stone,6936
onthis,6933
iwant,6933
respond,6931
stuff,6929
straight,6924
emay,6924
abled,6920
